"","Index","Title","Artist","Top.Genre","Year","BPM","Energy","Danceability","Loudness","Liveness","Valence","Duration","Acousticness","Speechiness","Popularity"
"266",266,"Drops of Jupiter","Train","dance pop","2001",79,64,47,-6,15,50,140,15,3,77
"267",267,"Omarm","BLØF","dutch pop","2003",184,44,27,-9,10,8,132,41,3,46
"268",268,"(What A) Wonderful World","Sam Cooke","adult standards","2000",129,51,69,-10,46,89,11,63,3,71
"269",269,"Teardrops","Womack & Womack","disco","2001",133,72,87,-10,18,97,109,9,5,61
"270",270,"The Rising","Bruce Springsteen","classic rock","2002",110,76,50,-6,9,33,167,7,3,53
"271",271,"Snow (Hey Oh)","Red Hot Chili Peppers","alternative rock","2006",105,90,43,-4,12,60,213,12,5,80
"272",272,"I Don't Wanna Hurt","Anouk","dutch indie","2007",79,48,48,-7,10,22,93,60,3,46
"273",273,"Ordinary People","John Legend","neo mellow","2005",67,13,47,-14,9,36,161,93,8,69
"274",274,"Iedereen Is Van De Wereld","The Scene","belgian rock","2007",118,73,45,-7,29,38,108,0,4,50
"275",275,"Gold","Spandau Ballet","dance rock","2000",143,74,71,-8,10,64,111,26,4,66
"276",276,"All Night Long (All Night) - Single Version","Lionel Richie","adult standards","2003",109,58,74,-12,5,78,140,12,5,64
"277",277,"Can't Stop Loving You - 2016 Remaster","Phil Collins","mellow gold","2002",100,78,60,-6,11,42,136,1,3,62
"278",278,"City Of Blinding Lights","U2","irish rock","2004",139,77,44,-4,11,20,224,0,3,60
"279",279,"Munich","Editors","alternative dance","2005",149,88,18,-4,32,39,106,0,5,61
"280",280,"Hey Ya!","OutKast","atl hip hop","2003",80,97,73,-2,18,97,115,10,7,79
"281",281,"There Must Be an Angel (Playing with My Heart)","Eurythmics","dance pop","2005",112,78,58,-5,8,60,161,28,4,40
"282",282,"Laat Me / Vivre - Lange Versie","Alderliefste met Ramses Shaffy en Liesbeth List","dutch pop","2005",81,41,66,-9,16,37,258,60,3,43
"283",283,"Watskeburt?!","De Jeugd Van Tegenwoordig","dutch hip hop","2008",130,49,95,-8,23,59,250,1,23,55
"284",284,"Feel","Robbie Williams","dance pop","2002",98,73,60,-7,14,29,144,1,3,72
"285",285,"Lady Jane - (Original Single Mono Version)","The Rolling Stones","album rock","2004",205,47,38,-12,9,31,70,34,5,34
"286",286,"La Isla Bonita","Madonna","dance pop","2009",100,83,71,-5,6,97,123,39,4,66
"287",287,"Go Like Elijah","Chi Coltrane","alternative pop rock","2009",134,88,63,-5,17,49,122,4,4,40
"288",288,"Chop Suey!","System Of A Down","alternative metal","2001",127,93,42,-4,13,29,90,0,12,80
"289",289,"Sorry - (Live in Tivoli)","Kyteman","dutch indie","2009",68,47,35,-9,66,20,30,94,4,47
"290",290,"Black or White - Single Version","Michael Jackson","pop","2005",115,89,74,-4,9,96,83,8,5,64
"291",291,"Shut Your Eyes","Snow Patrol","irish rock","2006",125,74,69,-6,8,84,77,15,3,42
"292",292,"Ironic","Alanis Morissette","alternative rock","2005",171,64,46,-6,19,29,109,25,6,62
"293",293,"I Bet You Look Good On The Dancefloor","Arctic Monkeys","garage rock","2006",103,95,54,-4,38,78,54,0,4,58
"295",295,"Vogue","Madonna","dance pop","2009",116,88,74,-6,42,33,196,0,4,66
"296",296,"If I Were a Boy","Beyoncé","dance pop","2008",90,52,63,-6,35,43,129,11,3,68
"297",297,"Dyna-Mite","Mud","classic uk pop","2005",141,92,58,-5,20,77,57,0,6,40
"298",298,"Une Belle Histoire (Een Mooi Verhaal)","Alderliefste","dutch pop","2008",87,68,57,-8,18,67,148,36,3,38
"299",299,"Sandstorm - Radio Edit","Darude","eurodance","2007",136,98,54,-8,8,52,105,17,5,61
"300",300,"Right Next Door (Because Of Me)","Robert Cray","blues","2002",87,65,61,-8,5,79,139,23,5,52
"301",301,"Hald Mich 'S Vas","Neet Oét Lottum","carnaval limburg","2004",179,54,29,-8,12,16,131,29,4,39
"302",302,"Like a Prayer","Madonna","dance pop","2009",111,84,62,-5,18,26,221,26,4,71
"303",303,"Rockin' All Over The World","Status Quo","album rock","2005",131,96,62,-5,51,97,97,13,4,47
"304",304,"Blue Hotel","Chris Isaak","mellow gold","2006",149,81,52,-4,12,53,72,0,3,42
"305",305,"Dear Mr. President","P!nk","dance pop","2009",128,30,48,-9,11,30,161,85,4,43
"306",306,"Stiekem Gedanst","Toontje Lager","dutch rock","2008",96,63,66,-10,60,84,95,21,6,53
"307",307,"Human","The Killers","modern rock","2008",135,80,56,-8,9,58,125,0,6,73
"308",308,"Lady Madonna - Remastered 2015","The Beatles","british invasion","2000",110,78,65,-5,22,57,19,14,3,63
"309",309,"Both Sides Now","Joni Mitchell","canadian folk","2000",78,14,26,-14,10,14,223,87,3,65
"310",310,"God Is a DJ","Faithless","big beat","2005",131,90,61,-7,17,39,89,18,4,57
"311",311,"Viva La Vida","Coldplay","permanent wave","2008",138,62,49,-7,11,42,122,9,3,78
"312",312,"Kids","MGMT","alternative dance","2007",123,93,45,-4,36,17,183,0,7,76
"313",313,"Bend & Break","Keane","modern rock","2004",138,84,47,-4,16,48,100,0,3,43
"314",314,"We Can Work It Out - Remastered 2015","The Beatles","british invasion","2000",106,68,38,-9,18,65,18,6,3,63
"315",315,"Sing for Absolution","Muse","modern rock","2004",170,68,44,-7,9,19,175,46,3,57
"316",316,"Superstition - Single Version","Stevie Wonder","adult standards","2002",100,63,63,-12,4,87,125,4,7,77
"317",317,"Vertigo","U2","irish rock","2004",140,82,42,-4,15,63,74,0,6,65
"318",318,"By the Way","Red Hot Chili Peppers","alternative rock","2002",122,97,45,-5,10,20,97,3,11,74
"319",319,"Hey Jude","The Beatles","british invasion","2006",74,63,46,-7,40,59,119,9,2,63
"320",320,"November","Rowwen Hèze","carnaval limburg","2005",186,40,32,-9,22,23,176,63,4,35
"321",321,"Geef Mij Je Angst","Guus Meeuwis","dutch pop","2006",81,56,37,-11,97,42,104,75,5,54
"322",322,"Stuck In The Middle With You","Stealers Wheel","classic rock","2009",124,56,80,-10,6,96,84,9,4,72
"323",323,"Het Regent Zonnestralen","Acda en de Munnik","dutch cabaret","2005",108,75,62,-6,11,83,106,41,3,57
"324",324,"Violet Hill","Coldplay","permanent wave","2008",76,58,35,-8,12,11,103,6,4,61
"325",325,"Dog Days Are Over","Florence + The Machine","art pop","2009",150,81,49,-5,12,25,132,4,8,69
"326",326,"Beautiful Day","U2","irish rock","2000",136,93,54,-6,36,45,126,1,5,63
"327",327,"Major Tom","Peter Schilling","german pop","2005",164,54,78,-6,22,68,154,3,6,48
"328",328,"An End Has a Start","Editors","alternative dance","2007",150,92,35,-2,34,54,106,0,5,53
"329",329,"Lost!","Coldplay","permanent wave","2008",87,78,36,-8,38,58,116,1,4,53
"330",330,"What It Is","Mark Knopfler","classic rock","2000",122,67,63,-7,28,48,178,64,3,43
"331",331,"Blue Monday - 2016 Remaster","New Order","alternative rock","2005",130,70,79,-10,8,86,300,0,6,73
"332",332,"Behind Blue Eyes","Limp Bizkit","alternative metal","2003",120,49,60,-7,12,9,150,50,3,72
"333",333,"Rehab","Amy Winehouse","british soul","2006",72,87,43,-3,40,73,94,5,7,74
"334",334,"Bird of Paradise","Snowy White","blues rock","2003",144,44,47,-11,32,31,161,60,4,52
"335",335,"I'm Yours","Jason Mraz","acoustic pop","2008",151,46,69,-8,11,72,122,60,5,82
"336",336,"Onderweg","Abel","dutch rock","2000",98,68,62,-6,8,41,70,35,2,59
"337",337,"Mr. Bojangles - Single Version","Sammy Davis Jr.","adult standards","2002",117,18,54,-13,11,13,221,75,5,56
"338",338,"Unwritten","Natasha Bedingfield","dance pop","2004",100,80,71,-6,8,63,139,1,4,76
"339",339,"Resistance","Muse","modern rock","2009",135,77,47,-7,11,9,225,6,5,63
"340",340,"Bedshaped","Keane","modern rock","2004",75,41,33,-7,10,7,156,61,3,41
"341",341,"Mia","Gorki","belgian rock","2002",114,30,70,-17,10,23,210,4,3,52
"342",342,"You Oughta Know","Alanis Morissette","alternative rock","2005",105,86,64,-7,87,47,130,23,7,52
"343",343,"Overcome","Live","alternative metal","2001",146,40,38,-7,10,19,136,78,3,49
"344",344,"Stand My Ground","Within Temptation","dutch metal","2004",88,87,25,-4,12,13,148,5,5,56
"345",345,"Chasing Cars","Snow Patrol","irish rock","2006",104,59,56,-5,13,14,148,21,3,78
"346",346,"Dani California","Red Hot Chili Peppers","alternative rock","2006",96,91,56,-2,35,73,162,2,4,76
"347",347,"Unfinished Sympathy","Massive Attack","big beat","2006",114,89,59,-6,51,70,191,1,3,53
"348",348,"Nine Million Bicycles","Katie Melua","uk pop","2005",82,25,53,-16,12,34,77,52,3,61
"349",349,"You're Beautiful","James Blunt","neo mellow","2005",82,48,68,-10,9,45,89,63,3,76
"350",350,"It's My Life","Bon Jovi","glam metal","2000",120,91,55,-4,35,54,104,3,5,77
"351",351,"Politik","Coldplay","permanent wave","2002",171,48,26,-8,11,7,198,4,3,62
"352",352,"Mooie Dag","BLØF","dutch pop","2002",85,58,50,-11,14,30,159,11,3,40
"353",353,"In Nije Dei","De Kast","dutch pop","2004",130,49,41,-9,96,15,176,51,3,38
"354",354,"Sex on Fire","Kings of Leon","modern rock","2008",153,91,54,-6,14,37,83,0,5,79
"355",355,"Hallelujah","Lisa Lois","dutch pop","2009",182,24,19,-13,11,11,106,24,3,49
"356",356,"Somewhere Only We Know","Keane","modern rock","2004",172,66,45,-4,8,37,116,8,3,67
"358",358,"How You Remind Me","Nickelback","alternative metal","2001",172,76,45,-5,10,54,104,0,3,78
"359",359,"When You Say Nothing At All","Ronan Keating","dance pop","2000",174,45,46,-11,8,42,137,16,3,74
"360",360,"Hard Sun","Eddie Vedder","permanent wave","2007",143,83,44,-7,32,65,201,5,3,66
"361",361,"Belfast Child","Simple Minds","art rock","2008",81,39,14,-13,10,30,271,30,5,43
"362",362,"Feel Good Inc.","Gorillaz","alternative hip hop","2005",139,71,82,-7,61,77,103,1,18,80
"363",363,"Alles Is Liefde","BLØF","dutch pop","2007",144,77,51,-6,17,57,90,0,4,36
"364",364,"Jerusalem","Anouk","dutch indie","2004",132,84,61,-7,8,54,116,0,4,40
"365",365,"Mr Bojangles","Robbie Williams","dance pop","2001",137,33,51,-11,18,27,78,72,11,58
"366",366,"Tranen Gelachen","Guus Meeuwis","dutch pop","2007",186,54,30,-8,12,54,83,16,4,50
"367",367,"When The Sun Goes Down","Arctic Monkeys","garage rock","2006",169,88,35,-5,12,41,82,3,20,57
"368",368,"Frozen","Madonna","dance pop","2009",108,74,59,-8,18,29,253,51,3,55
"369",369,"The Racing Rats","Editors","alternative dance","2007",153,84,32,-4,8,22,138,0,5,43
"370",370,"Poker Face","Lady Gaga","dance pop","2008",119,81,85,-5,12,78,117,12,8,69
"371",371,"Life in Technicolor ii","Coldplay","permanent wave","2008",131,91,47,-7,25,29,125,0,4,47
"373",373,"Ruby","Kaiser Chiefs","alternative rock","2007",93,93,44,-3,8,40,83,1,5,62
"374",374,"Het Land Van","Lange Frans","dutch hip hop","2005",83,53,66,-9,14,61,110,89,17,49
"375",375,"Bad Romance","Lady Gaga","dance pop","2009",119,92,70,-4,8,71,175,0,4,79
"376",376,"Elevation","U2","irish rock","2000",110,80,58,-8,5,42,106,0,4,49
"377",377,"Trouble","Coldplay","permanent wave","2000",140,55,56,-7,17,19,153,19,3,71
"378",378,"De Peel In Brand","Rowwen Hèze","carnaval limburg","2005",199,36,28,-13,14,33,85,61,4,33
"379",379,"Black Betty","Ram Jam","album rock","2005",117,73,49,-9,16,83,116,0,9,61
"380",380,"Wrong","Novastar","belgian rock","2000",90,66,54,-8,55,49,94,14,4,48
"381",381,"Never Be Clever","Herman Brood & His Wild Romance","dutch indie","2001",138,89,56,-5,32,96,63,54,4,41
"382",382,"Undisclosed Desires","Muse","modern rock","2009",116,59,68,-7,8,64,115,1,3,65
"383",383,"Auto Vliegtuug","Rowwen Hèze","carnaval limburg","2005",96,52,32,-7,16,25,118,48,2,34
"384",384,"Meer Dan Een Ander","Van Dik Hout","dutch cabaret","2009",94,18,56,-13,7,25,103,81,3,34
"385",385,"Brabant","Guus Meeuwis","dutch pop","2002",82,47,41,-7,10,39,90,56,3,61
"386",386,"Mother Earth","Within Temptation","dutch metal","2003",105,59,43,-6,24,15,208,2,3,45
"387",387,"One More Time","Daft Punk","electro","2001",123,70,61,-9,33,48,199,2,13,75
"388",388,"(You're The) Devil in Disguise","Elvis Presley","adult standards","2002",123,73,48,-8,11,87,22,57,17,65
"389",389,"TRUE - Single Edit","Spandau Ballet","dance rock","2008",97,55,74,-9,6,35,207,51,3,72
"390",390,"Make It Wit Chu","Queens of the Stone Age","alternative metal","2007",92,81,70,-5,13,58,170,36,3,59
"391",391,"Bring Me To Life","Evanescence","alternative metal","2003",95,94,33,-3,24,30,116,1,7,78
"392",392,"Clocks","Coldplay","permanent wave","2002",131,75,58,-7,18,26,187,60,3,76
"393",393,"Farewell To The Fairground","White Lies","alternative dance","2009",118,77,53,-5,12,30,137,0,4,54
"394",394,"Bliss","Muse","modern rock","2001",128,80,45,-9,11,25,131,0,5,46
"395",395,"Kijk Omhoog","Nick & Simon","dutch pop","2007",166,56,41,-5,19,47,56,5,3,48
"396",396,"9 Crimes","Damien Rice","acoustic pop","2006",74,17,33,-13,9,10,99,91,3,57
"397",397,"Working On a Dream","Bruce Springsteen","classic rock","2009",110,77,56,-7,22,71,89,0,3,48
"398",398,"Nutbush City Limits","Ike & Tina Turner","brill building pop","2008",77,89,69,-6,3,91,62,9,3,56
"399",399,"Do They Know It's Christmas? - 1984 Version","Band Aid","electro","2004",115,64,60,-7,10,35,103,16,4,84
"400",400,"Changes","2Pac","g funk","2007",111,66,87,-7,14,32,149,4,8,72
"401",401,"Mag Ik Dan Bij Jou","Claudia De Breij","dutch cabaret","2010",132,29,54,-10,71,19,86,97,3,53
"402",402,"Sterrenstof","De Jeugd Van Tegenwoordig","dutch hip hop","2010",97,79,71,-4,20,90,101,32,11,48
"403",403,"Love Will Tear Us Apart - 2010 Remaster","Joy Division","alternative rock","2010",147,90,53,-9,14,91,85,0,4,64
"404",404,"Mag Het Licht Uit","De Dijk","dutch indie","2010",113,42,74,-10,10,58,139,36,3,43
"405",405,"Why Tell Me Why","Anita Meyer","dutch pop","2010",112,77,65,-6,59,38,94,23,6,54
"406",406,"Wonderful Days","Charly Lownoise","happy hardcore","2010",174,92,55,-11,99,11,210,1,7,37
"407",407,"Dat Komt Door Jou","Guus Meeuwis","dutch pop","2010",134,53,59,-10,12,31,167,38,4,57
"408",408,"Don't Give up the Fight","Racoon","dutch indie","2010",91,30,28,-13,12,26,90,88,3,27
"409",409,"I Follow Rivers - Live @ Giel!","Triggerfinger","belgian rock","2010",110,41,67,-9,3,71,94,15,6,42
"410",410,"Liverpool Rain","Racoon","dutch indie","2010",183,50,45,-7,11,21,146,25,3,26
"411",411,"No Mercy","Racoon","dutch indie","2010",104,57,77,-6,11,61,45,9,3,36
"412",412,"Peter Gunn Theme","Emerson, Lake & Palmer","album rock","2010",131,83,43,-7,92,71,97,1,3,14
"413",413,"Alors on danse","Stromae","belgian pop","2010",120,59,79,-9,7,73,86,9,8,61
"414",414,"The Eve of the War","Jeff Wayne","classic uk pop","2010",127,59,40,-9,11,37,143,8,4,28
"415",415,"A Night Like This","Caro Emerald","dutch pop","2010",123,71,87,-6,10,96,106,57,4,40
"416",416,"Raise Your Glass","P!nk","dance pop","2010",122,71,70,-5,3,63,83,0,8,76
"417",417,"Verdammt ich lieb dich - Remastered","Matthias Reim","classic schlager","2010",100,80,59,-7,9,32,100,50,7,38
"418",418,"Christmas Lights","Coldplay","permanent wave","2010",131,42,31,-9,8,24,122,13,3,84
"419",419,"The Promise You Made","Cock Robin","dance rock","2010",117,41,71,-14,15,65,107,38,4,48
"420",420,"Back Home","Golden Earring","album rock","2010",123,84,47,-6,10,74,112,6,5,37
"421",421,"Times Are Changing","DI-RECT","dutch indie","2010",123,81,50,-6,15,28,86,4,4,47
"422",422,"Proosten","Guus Meeuwis","dutch pop","2010",136,65,64,-6,12,76,112,43,3,49
"423",423,"Just the Way You Are","Bruno Mars","dance pop","2010",109,84,64,-5,9,43,101,2,4,80
"424",424,"Need You Now","Lady Antebellum","contemporary country","2010",108,72,58,-4,24,32,116,3,3,53
"425",425,"Man Down","Rihanna","barbadian pop","2010",156,91,48,-4,5,54,147,4,19,59
"426",426,"Pyro","Kings of Leon","modern rock","2010",115,61,37,-7,10,19,131,1,4,66
"427",427,"You Got It","Roy Orbison","adult standards","2010",115,59,66,-12,31,67,84,60,3,44
"428",428,"Atmosphere - 2010 Remaster","Joy Division","alternative rock","2010",120,39,62,-12,12,44,129,23,3,51
"429",429,"Grenade","Bruno Mars","dance pop","2010",110,56,71,-7,12,23,103,15,6,75
"430",430,"Have You Ever Been Mellow","Party Animals","gabba","2010",172,96,60,-4,25,57,68,20,5,47
"431",431,"Back Down South","Kings of Leon","modern rock","2010",117,62,48,-7,26,15,121,6,4,58
"432",432,"Riverside","Agnes Obel","chamber pop","2010",99,19,65,-14,13,23,111,98,3,48
"433",433,"Hold On Tight","Solomon Burke","brill building pop","2010",89,73,63,-6,16,50,203,9,3,38
"434",434,"Someone Like You","Adele","british soul","2011",135,33,56,-8,10,28,165,89,3,79
"435",435,"Set Fire to the Rain","Adele","british soul","2011",108,68,61,-4,13,47,122,0,3,75
"436",436,"Rainbow In The Sky - K & A's Radio Blast","DJ Paul Elstak","gabba","2011",168,94,48,-7,28,26,93,0,3,60
"437",437,"Levels","Avicii","big room","2011",126,83,60,-7,34,35,217,3,4,58
"438",438,"Somebody That I Used To Know","Gotye","australian pop","2011",129,50,86,-7,10,72,125,59,4,76
"439",439,"Paradise","Coldplay","permanent wave","2011",140,59,45,-7,8,20,159,5,3,78
"440",440,"Rood","Marco Borsato","dutch cabaret","2011",138,78,48,-8,8,18,198,1,5,53
"441",441,"A Boy Named Sue (Live)","Johnny Cash","arkansas country","2011",105,46,52,-16,78,89,98,93,5,18
"442",442,"Still Loving You","Scorpions","album rock","2011",104,61,28,-5,10,8,270,0,3,72
"443",443,"Little Black Submarines","The Black Keys","alternative rock","2011",95,47,37,-8,11,49,131,16,4,65
"444",444,"Walk","Foo Fighters","alternative metal","2011",138,87,23,-5,29,19,136,0,5,69
"445",445,"The A Team","Ed Sheeran","pop","2011",85,29,64,-10,18,41,138,67,4,76
"446",446,"kom terug","Spinvis","dutch indie","2011",97,73,50,-6,20,24,111,2,3,47
"447",447,"Prachtig mooie dag","Daniël Lohues","dutch indie","2011",103,69,55,-4,8,56,41,10,3,42
"448",448,"lippy kids","Elbow","britpop","2011",155,20,42,-15,8,10,242,96,3,29
"449",449,"Titanium (feat. Sia)","David Guetta","dance pop","2011",126,79,60,-4,13,30,125,7,10,67
"450",450,"Faster","Within Temptation","dutch metal","2011",120,93,51,-3,14,48,144,0,4,53
"451",451,"Lonely Boy","The Black Keys","alternative rock","2011",166,87,36,-8,10,61,74,0,7,73
"452",452,"Turning Tables","Adele","british soul","2011",80,45,31,-6,13,21,130,95,3,66
"453",453,"Luv U More - K&A's Radio blast","DJ Paul","electro","2011",168,82,51,-11,14,7,112,0,3,51
"454",454,"Kan Ik Iets Voor Je Doen","De Dijk","dutch indie","2011",79,73,50,-6,31,45,80,14,3,30
"455",455,"Driver's Seat","Sniff 'n' The Tears","classic uk pop","2011",133,80,74,-8,19,98,119,0,4,54
"456",456,"Zing Voor Me","Lange Frans","dutch hip hop","2011",82,52,43,-9,22,56,96,80,7,52
"457",457,"Every Teardrop Is a Waterfall","Coldplay","permanent wave","2011",118,73,43,-7,17,31,121,0,4,68
"458",458,"Waarom Nou Jij","Marco Borsato","dutch cabaret","2011",140,51,44,-8,13,25,125,12,3,40
"459",459,"Mijn Vlakke Land","Jacques Brel","chanson","2011",79,33,40,-11,8,46,53,26,5,33
"460",460,"Rumour Has It","Adele","british soul","2011",120,75,62,-5,9,56,101,64,5,65
"461",461,"Keep Your Head Up","Ben Howard","british singer-songwriter","2011",79,60,51,-9,11,40,145,44,3,66
"462",462,"Pumped Up Kicks","Foster The People","indie pop","2011",128,71,73,-6,10,97,120,14,3,84
"463",463,"Happiness","Jonathan Jeremiah","dutch indie","2011",89,57,53,-10,13,49,62,72,6,49
"464",464,"Give Me Love","Ed Sheeran","pop","2011",116,33,53,-10,11,11,325,69,5,73
"465",465,"Gold on the Ceiling","The Black Keys","alternative rock","2011",130,83,51,-5,7,56,104,1,5,69
"466",466,"Ni**as In Paris","JAY-Z","east coast hip hop","2011",140,86,79,-6,35,77,99,13,32,77
"467",467,"Run the World (Girls)","Beyoncé","dance pop","2011",127,90,73,-4,37,76,116,0,14,75
"468",468,"I Won' T Let You Down","Road Band","pop","2011",106,35,64,-14,7,59,113,54,3,33
"469",469,"Love On Top","Beyoncé","dance pop","2011",94,75,65,-5,60,65,147,8,9,76
"470",470,"Lego House","Ed Sheeran","pop","2011",160,64,59,-8,13,56,65,56,10,71
"471",471,"Skinny Love","Birdy","neo mellow","2011",166,29,38,-8,12,17,81,95,5,75
"472",472,"Dust Bowl","Joe Bonamassa","blues rock","2011",86,75,52,-7,20,70,153,36,5,44
"473",473,"Damn Those Eyes","Kane","dutch pop","2011",172,76,34,-7,35,33,131,0,4,39
"474",474,"These Days","Foo Fighters","alternative metal","2011",135,66,53,-4,21,22,178,0,3,64
"475",475,"Original Sin","INXS","australian rock","2011",132,63,69,-7,6,74,198,1,4,42
"476",476,"Terug Naar De Kust","Maggie MacNeal","nederpop","2011",117,45,49,-9,62,40,146,82,3,39
"477",477,"Georgia on My Mind","Ray Charles","adult standards","2011",131,32,29,-8,19,20,95,86,3,49
"478",478,"Charlie Brown","Coldplay","permanent wave","2011",138,74,43,-7,33,9,165,2,4,67
"479",479,"I've Just Lost Somebody","Golden Earring","album rock","2011",88,40,37,-13,8,27,69,4,3,27
